gyro_0,gyro_1,gyro_2,accel_0,accel_1,accel_2,mag_0,mag_1,mag_2
-0.001065,0.001065,-0.001065,3.384375,-7.458125,-5.970625,0,0,0
0.0,0.0,0.001065,3.383125,-7.4525,-5.95875,0,0,0
-0.001065,0.001065,0.001065,3.38625,-7.4475,-5.98125,0,0,0
0.0,0.001065,-0.001065,3.38,-7.4525,-5.95875,0,0,0
-0.001065,0.0,0.0,3.3825,-7.4425,-5.96625,0,0,0
0.0,0.001065,0.0,3.383125,-7.454375,-5.965625,0,0,0
0.0,0.0,-0.001065,3.388125,-7.448125,-5.965,0,0,0
0.001065,0.0,-0.001065,3.383125,-7.45125,-5.95875,0,0,0
0.001065,0.001065,0.0,3.383125,-7.459375,-5.963125,0,0,0
0.0,0.0,0.0,3.38125,-7.448125,-5.96625,0,0,0
0.0,0.0,0.0,3.389375,-7.465625,-5.98875,0,0,0
0.0,0.0,0.0,3.3825,-7.445,-5.966875,0,0,0
-0.001065,0.001065,0.0,3.380625,-7.443125,-5.97625,0,0,0
-0.001065,0.001065,0.0,3.379375,-7.4625,-5.9775,0,0,0
0.0,0.001065,0.0,3.379375,-7.45125,-5.989375,0,0,0
-0.001065,0.001065,-0.001065,3.380625,-7.4475,-5.968125,0,0,0
-0.001065,0.002131,-0.002131,3.384375,-7.46375,-5.97375,0,0,0
-0.002131,0.002131,0.0,3.386875,-7.449375,-5.97875,0,0,0
-0.001065,0.0,-0.001065,3.381875,-7.453125,-5.96625,0,0,0
0.0,-0.001065,-0.001065,3.380625,-7.449375,-5.969375,0,0,0
-0.002131,0.001065,-0.001065,3.389375,-7.454375,-5.98375,0,0,0
0.0,0.001065,0.0,3.384375,-7.4625,-5.975,0,0,0
-0.001065,0.0,0.0,3.38625,-7.4575,-5.960625,0,0,0
-0.001065,0.001065,0.001065,3.38125,-7.45125,-5.975,0,0,0
0.0,0.0,-0.001065,3.380625,-7.4425,-5.961875,0,0,0
0.0,0.0,0.0,3.38625,-7.466875,-5.968125,0,0,0
-0.001065,0.0,0.0,3.37875,-7.461875,-5.964375,0,0,0
0.0,0.001065,-0.001065,3.3875,-7.45125,-5.97625,0,0,0
-0.001065,0.001065,-0.001065,3.380625,-7.449375,-5.970625,0,0,0
0.001065,0.0,-0.001065,3.384375,-7.45875,-5.98,0,0,0
0.0,0.0,0.001065,3.3875,-7.45875,-5.965,0,0,0
-0.001065,0.001065,0.0,3.38125,-7.44875,-5.96375,0,0,0
0.0,0.001065,0.0,3.37875,-7.459375,-5.975,0,0,0
-0.001065,0.001065,0.001065,3.385,-7.446875,-5.9675,0,0,0
-0.003196,0.002131,0.001065,3.37375,-7.4525,-5.979375,0,0,0
-0.001065,0.001065,-0.001065,3.388125,-7.45125,-5.98125,0,0,0
-0.001065,0.001065,-0.001065,3.37875,-7.45375,-5.975625,0,0,0
0.001065,0.001065,0.001065,3.378125,-7.445,-5.975,0,0,0
0.001065,0.0,0.0,3.39125,-7.455,-5.965625,0,0,0
-0.001065,0.001065,-0.001065,3.39375,-7.455,-5.979375,0,0,0
0.0,0.001065,0.0,3.385,-7.461875,-5.970625,0,0,0
0.001065,0.001065,-0.001065,3.390625,-7.449375,-5.96625,0,0,0
-0.001065,0.0,-0.001065,3.38375,-7.463125,-5.974375,0,0,0
0.0,0.0,-0.002131,3.3825,-7.458125,-5.975,0,0,0
0.0,0.001065,-0.001065,3.386875,-7.450625,-5.96625,0,0,0
-0.001065,0.001065,0.001065,3.38625,-7.45125,-5.969375,0,0,0
0.001065,0.001065,0.0,3.38,-7.445625,-5.96875,0,0,0
0.001065,0.0,-0.001065,3.381875,-7.436875,-5.96125,0,0,0
0.0,-0.001065,-0.001065,3.38625,-7.44875,-5.975625,0,0,0
-0.001065,-0.001065,0.0,3.378125,-7.45625,-5.9675,0,0,0
-0.001065,0.001065,0.0,3.38375,-7.4525,-5.966875,0,0,0
0.0,0.001065,0.0,3.385625,-7.454375,-5.98,0,0,0
0.0,0.001065,0.0,3.3875,-7.463125,-5.9825,0,0,0
0.0,0.002131,-0.001065,3.3725,-7.458125,-5.976875,0,0,0
0.001065,0.002131,0.0,3.379375,-7.443125,-5.965625,0,0,0
0.002131,0.0,0.0,3.373125,-7.45,-5.976875,0,0,0
0.001065,0.001065,-0.001065,3.38375,-7.461875,-5.978125,0,0,0
-0.001065,0.0,0.0,3.388125,-7.458125,-5.96875,0,0,0
0.0,-0.001065,0.0,3.390625,-7.440625,-5.975625,0,0,0
0.001065,0.0,0.0,3.37375,-7.454375,-5.969375,0,0,0
0.001065,0.002131,0.0,3.381875,-7.455625,-5.965,0,0,0
-0.001065,0.002131,0.0,3.385,-7.4575,-5.96625,0,0,0
-0.001065,0.001065,-0.001065,3.391875,-7.449375,-5.98,0,0,0
0.0,0.001065,-0.001065,3.384375,-7.445625,-5.973125,0,0,0
0.0,0.0,0.0,3.380625,-7.445,-5.959375,0,0,0
-0.001065,0.0,0.0,3.375,-7.46875,-5.960625,0,0,0
-0.001065,-0.001065,0.0,3.38375,-7.4425,-5.96,0,0,0
0.001065,-0.001065,0.0,3.391875,-7.44875,-5.956875,0,0,0
0.0,0.001065,0.001065,3.39625,-7.448125,-5.98625,0,0,0
-0.001065,0.0,0.0,3.37875,-7.459375,-5.96125,0,0,0
0.001065,-0.001065,-0.001065,3.368125,-7.435625,-5.9575,0,0,0
0.001065,0.0,0.001065,3.39875,-7.424375,-5.96,0,0,0
-0.001065,0.001065,0.0,3.3925,-7.449375,-5.96125,0,0,0
-0.002131,0.001065,0.0,3.379375,-7.475625,-5.99375,0,0,0
-0.001065,0.001065,0.0,3.38,-7.456875,-5.965,0,0,0
0.0,0.0,0.001065,3.3875,-7.453125,-5.97,0,0,0
0.0,-0.001065,-0.001065,3.3875,-7.453125,-5.975,0,0,0
-0.001065,0.001065,-0.001065,3.364375,-7.455625,-5.95625,0,0,0
-0.002131,0.0,0.0,3.38625,-7.459375,-5.97875,0,0,0
0.0,0.0,0.001065,3.403125,-7.4625,-5.97,0,0,0
0.0,0.0,0.0,3.383125,-7.4625,-5.981875,0,0,0
0.0,-0.001065,0.001065,3.379375,-7.46,-5.983125,0,0,0
0.0,0.0,0.0,3.3675,-7.460625,-5.971875,0,0,0
-0.001065,0.001065,0.0,3.37,-7.444375,-5.97375,0,0,0
-0.001065,0.001065,0.0,3.378125,-7.451875,-5.964375,0,0,0
0.0,0.001065,0.001065,3.395625,-7.455625,-5.964375,0,0,0
0.0,0.0,-0.001065,3.395625,-7.4625,-5.970625,0,0,0
-0.001065,0.0,0.0,3.375625,-7.445,-5.971875,0,0,0
-0.001065,0.001065,0.0,3.379375,-7.444375,-5.97125,0,0,0
0.0,0.0,0.0,3.385625,-7.460625,-5.9775,0,0,0
-0.001065,0.0,-0.001065,3.391875,-7.45125,-5.96625,0,0,0
-0.001065,0.001065,-0.001065,3.375625,-7.45625,-5.965625,0,0,0
0.0,0.0,-0.001065,3.375625,-7.455,-5.959375,0,0,0
-0.001065,0.0,0.001065,3.37625,-7.456875,-5.9725,0,0,0
0.0,0.0,0.002131,3.37625,-7.46375,-5.975,0,0,0
0.0,0.001065,0.0,3.38,-7.459375,-5.965,0,0,0
0.0,0.001065,-0.001065,3.386875,-7.451875,-5.97125,0,0,0
-0.001065,0.001065,0.001065,3.3925,-7.46375,-5.974375,0,0,0
0.0,-0.001065,0.0,3.39625,-7.458125,-5.96625,0,0,0
0.0,0.0,0.0,3.380625,-7.45,-5.974375,0,0,0
-0.001065,0.001065,-0.001065,3.373125,-7.4475,-5.965625,0,0,0
-0.001065,0.001065,0.0,3.380625,-7.45875,-5.975,0,0,0
0.0,0.001065,0.0,3.38375,-7.45625,-5.975,0,0,0
0.0,0.0,0.0,3.38375,-7.44875,-5.978125,0,0,0
0.0,0.0,0.0,3.38375,-7.45125,-5.970625,0,0,0
-0.002131,0.001065,-0.001065,3.37375,-7.445625,-5.98,0,0,0
-0.001065,0.001065,-0.002131,3.3875,-7.46,-5.978125,0,0,0
0.001065,0.002131,-0.001065,3.388125,-7.465625,-5.975,0,0,0
-0.001065,0.0,0.0,3.38,-7.456875,-5.9625,0,0,0
-0.001065,-0.001065,-0.001065,3.384375,-7.443125,-5.95875,0,0,0
0.0,-0.001065,0.0,3.381875,-7.45625,-5.986875,0,0,0
0.0,0.001065,0.0,3.38875,-7.4625,-5.97125,0,0,0
-0.001065,0.002131,-0.001065,3.3825,-7.450625,-5.96875,0,0,0
-0.001065,0.0,-0.001065,3.385625,-7.446875,-5.97,0,0,0
-0.001065,0.0,0.0,3.385625,-7.46375,-5.973125,0,0,0
0.0,0.0,0.001065,3.376875,-7.47125,-5.975625,0,0,0
0.0,0.001065,0.0,3.385,-7.456875,-5.974375,0,0,0
0.0,0.001065,-0.001065,3.38375,-7.450625,-5.973125,0,0,0
-0.001065,0.001065,-0.001065,3.380625,-7.4525,-5.974375,0,0,0
-0.001065,0.0,0.0,3.3875,-7.45625,-5.98,0,0,0
-0.001065,0.001065,0.001065,3.380625,-7.4675,-5.981875,0,0,0
0.0,0.0,0.0,3.390625,-7.4525,-5.975625,0,0,0
0.0,-0.001065,-0.001065,3.388125,-7.441875,-5.97625,0,0,0
-0.002131,0.001065,0.0,3.369375,-7.448125,-5.97125,0,0,0
0.0,0.002131,0.0,3.4025,-7.455,-5.973125,0,0,0
0.002131,0.0,0.0,3.3875,-7.4675,-5.97625,0,0,0
-0.001065,-0.001065,-0.001065,3.391875,-7.4475,-5.974375,0,0,0
0.0,0.001065,-0.001065,3.36625,-7.443125,-5.96625,0,0,0
-0.001065,0.0,0.0,3.381875,-7.45625,-5.965,0,0,0
0.0,0.001065,-0.001065,3.400625,-7.469375,-5.9775,0,0,0
0.001065,0.0,0.0,3.37625,-7.445,-5.975,0,0,0
0.0,0.0,0.0,3.388125,-7.445625,-5.966875,0,0,0
-0.001065,0.001065,-0.001065,3.378125,-7.455,-5.970625,0,0,0
-0.001065,0.001065,-0.001065,3.3875,-7.459375,-5.973125,0,0,0
0.0,0.0,-0.001065,3.381875,-7.441875,-5.96,0,0,0
0.001065,0.001065,0.0,3.374375,-7.455625,-5.975,0,0,0
0.0,0.002131,-0.001065,3.39,-7.465,-5.974375,0,0,0
-0.001065,0.0,0.0,3.389375,-7.454375,-5.97375,0,0,0
0.0,0.0,-0.001065,3.37625,-7.440625,-5.961875,0,0,0
0.0,0.001065,-0.001065,3.3775,-7.44875,-5.968125,0,0,0
0.0,0.002131,-0.001065,3.3825,-7.4525,-5.969375,0,0,0
0.0,0.001065,0.0,3.38125,-7.461875,-5.97125,0,0,0
0.001065,0.001065,0.0,3.389375,-7.45,-5.9675,0,0,0
-0.001065,0.001065,0.0,3.37875,-7.443125,-5.975,0,0,0
0.001065,-0.001065,0.0,3.391875,-7.450625,-5.976875,0,0,0
0.002131,0.0,0.001065,3.3875,-7.459375,-5.97375,0,0,0
0.001065,0.0,0.001065,3.378125,-7.450625,-5.97875,0,0,0
0.0,0.001065,-0.001065,3.381875,-7.43875,-5.960625,0,0,0
0.0,0.002131,-0.001065,3.38375,-7.44875,-5.973125,0,0,0
-0.001065,0.001065,0.0,3.3875,-7.45625,-5.969375,0,0,0
-0.001065,0.0,0.0,3.385,-7.455625,-5.969375,0,0,0
0.0,0.0,-0.001065,3.375,-7.44625,-5.9625,0,0,0
0.001065,0.001065,-0.001065,3.38625,-7.4525,-5.971875,0,0,0
0.0,0.001065,-0.001065,3.38,-7.45,-5.968125,0,0,0
0.0,0.0,-0.001065,3.38125,-7.451875,-5.975,0,0,0
-0.001065,0.0,0.0,3.38,-7.448125,-5.976875,0,0,0
-0.002131,0.0,0.0,3.3775,-7.455,-5.971875,0,0,0
-0.001065,0.0,-0.001065,3.388125,-7.458125,-5.99,0,0,0
-0.002131,0.001065,0.0,3.3825,-7.454375,-5.975625,0,0,0
-0.001065,0.0,-0.001065,3.378125,-7.448125,-5.965625,0,0,0
0.0,0.0,-0.001065,3.379375,-7.441875,-5.956875,0,0,0
-0.001065,0.001065,0.0,3.378125,-7.453125,-5.984375,0,0,0
-0.002131,0.001065,-0.001065,3.391875,-7.45875,-5.984375,0,0,0
-0.001065,0.0,-0.001065,3.3875,-7.45875,-5.961875,0,0,0
0.001065,0.001065,0.0,3.393125,-7.45375,-5.96625,0,0,0
0.0,0.001065,0.001065,3.386875,-7.4575,-5.97125,0,0,0
-0.001065,0.0,0.0,3.3825,-7.45375,-5.961875,0,0,0
0.001065,0.001065,-0.002131,3.38625,-7.45375,-5.9675,0,0,0
0.0,0.001065,0.0,3.380625,-7.448125,-5.979375,0,0,0
-0.001065,0.0,0.001065,3.38,-7.443125,-5.96875,0,0,0
0.0,0.0,-0.001065,3.38,-7.4575,-5.97875,0,0,0
0.001065,0.001065,0.0,3.39125,-7.46625,-5.973125,0,0,0
0.0,0.001065,0.0,3.378125,-7.455625,-5.979375,0,0,0
0.0,0.0,-0.001065,3.379375,-7.443125,-5.96125,0,0,0
0.0,0.001065,-0.001065,3.3825,-7.461875,-5.975625,0,0,0
0.0,0.001065,0.0,3.373125,-7.4425,-5.964375,0,0,0
-0.001065,0.001065,0.0,3.37,-7.4125,-5.96375,0,0,0
-0.001065,0.0,0.0,3.366875,-7.43875,-5.95,0,0,0
-0.002131,0.001065,0.0,3.39625,-7.459375,-5.966875,0,0,0
-0.001065,0.001065,-0.001065,3.401875,-7.48125,-5.98875,0,0,0
-0.001065,0.001065,0.0,3.386875,-7.465625,-5.9775,0,0,0
-0.002131,0.0,0.0,3.37375,-7.4275,-5.9575,0,0,0
0.0,0.001065,0.0,3.3825,-7.465625,-5.9875,0,0,0
-0.001065,0.001065,-0.001065,3.400625,-7.475,-5.993125,0,0,0
0.0,0.001065,-0.001065,3.38375,-7.461875,-5.96625,0,0,0
-0.001065,0.001065,-0.001065,3.385,-7.445,-5.954375,0,0,0
-0.001065,0.001065,0.0,3.383125,-7.438125,-5.9625,0,0,0
-0.001065,0.001065,-0.001065,3.385625,-7.458125,-5.970625,0,0,0
0.0,-0.001065,0.0,3.39,-7.46,-5.975,0,0,0
-0.001065,0.001065,0.0,3.37,-7.451875,-5.971875,0,0,0
-0.002131,0.001065,0.0,3.37375,-7.438125,-5.959375,0,0,0
-0.001065,0.0,0.0,3.388125,-7.461875,-5.966875,0,0,0
-0.001065,0.0,0.0,3.38625,-7.459375,-5.985,0,0,0
0.0,0.001065,0.001065,3.38125,-7.44625,-5.968125,0,0,0
0.001065,0.001065,0.0,3.36875,-7.428125,-5.96625,0,0,0
-0.001065,0.002131,0.0,3.391875,-7.46,-5.981875,0,0,0
0.0,0.0,0.0,3.3875,-7.46625,-5.981875,0,0,0
0.0,0.0,0.0,3.38625,-7.464375,-5.971875,0,0,0
-0.001065,0.0,0.001065,3.370625,-7.440625,-5.961875,0,0,0
-0.002131,0.001065,0.0,3.380625,-7.44,-5.96,0,0,0
0.001065,0.001065,0.0,3.3875,-7.4625,-5.97625,0,0,0
0.001065,0.001065,0.0,3.388125,-7.46375,-5.976875,0,0,0
0.0,0.001065,0.0,3.388125,-7.45125,-5.964375,0,0,0
-0.001065,0.0,0.0,3.38125,-7.4525,-5.969375,0,0,0
-0.001065,0.0,-0.001065,3.38125,-7.446875,-5.9675,0,0,0
-0.001065,0.001065,-0.001065,3.379375,-7.45875,-5.97875,0,0,0
0.0,0.0,0.0,3.38625,-7.465,-5.97625,0,0,0
0.0,-0.001065,-0.001065,3.375,-7.45375,-5.96125,0,0,0
0.0,0.002131,0.0,3.37375,-7.451875,-5.971875,0,0,0
0.0,0.0,0.0,3.38375,-7.45625,-5.975625,0,0,0
0.0,-0.001065,0.0,3.398125,-7.461875,-5.975,0,0,0
0.0,0.0,-0.001065,3.48,-7.43,-5.974375,0,0,0
0.0,-0.001065,-0.001065,3.38875,-7.455,-5.999375,0,0,0
-0.001065,0.0,0.0,3.383125,-7.45375,-5.969375,0,0,0
-0.001065,0.0,-0.001065,3.380625,-7.4425,-5.965625,0,0,0
-0.001065,-0.001065,-0.001065,3.386875,-7.455,-5.969375,0,0,0
-0.002131,0.0,0.0,3.3825,-7.4625,-5.97875,0,0,0
-0.001065,0.001065,0.001065,3.37875,-7.45625,-5.97125,0,0,0
0.0,0.001065,0.001065,3.385,-7.44375,-5.969375,0,0,0
0.0,0.0,-0.002131,3.388125,-7.44375,-5.975625,0,0,0
0.0,0.001065,-0.001065,3.38625,-7.451875,-5.9775,0,0,0
-0.002131,-0.001065,0.0,3.38625,-7.45625,-5.954375,0,0,0
-0.001065,0.0,-0.001065,3.38375,-7.4475,-5.981875,0,0,0
0.0,0.001065,-0.001065,3.394375,-7.455625,-5.984375,0,0,0
-0.001065,0.001065,-0.001065,3.38625,-7.444375,-5.9825,0,0,0
-0.001065,-0.001065,0.001065,3.394375,-7.456875,-5.985625,0,0,0
0.0,0.0,0.0,3.374375,-7.448125,-5.971875,0,0,0
-0.001065,0.001065,0.0,3.37625,-7.441875,-5.958125,0,0,0
-0.002131,0.001065,-0.001065,3.373125,-7.446875,-5.959375,0,0,0
0.0,0.0,0.0,3.398125,-7.465625,-5.98125,0,0,0
0.0,0.0,0.001065,3.39125,-7.46,-5.98,0,0,0
-0.002131,0.001065,0.001065,3.38,-7.45625,-5.959375,0,0,0
-0.001065,0.001065,-0.001065,3.38375,-7.455625,-5.9725,0,0,0
-0.003196,0.001065,-0.001065,3.386875,-7.458125,-5.958125,0,0,0
-0.001065,0.0,0.0,3.38,-7.466875,-5.971875,0,0,0
0.001065,0.0,-0.001065,3.380625,-7.450625,-5.974375,0,0,0
0.0,0.0,0.0,3.3875,-7.45125,-5.975625,0,0,0
-0.001065,0.0,0.0,3.378125,-7.46,-5.965625,0,0,0
-0.001065,0.0,-0.001065,3.3825,-7.46375,-5.98125,0,0,0
0.0,0.001065,0.0,3.37875,-7.45875,-5.970625,0,0,0
-0.001065,0.0,0.0,3.381875,-7.459375,-5.97625,0,0,0
0.0,0.0,-0.001065,3.38,-7.445625,-5.96625,0,0,0
-0.001065,0.0,0.001065,3.389375,-7.46375,-5.96875,0,0,0
-0.001065,0.0,0.0,3.3875,-7.45625,-5.97625,0,0,0
-0.001065,0.001065,-0.001065,3.384375,-7.449375,-5.965625,0,0,0
-0.002131,0.001065,-0.001065,3.375625,-7.438125,-5.96,0,0,0
-0.001065,0.001065,0.0,3.3875,-7.45375,-5.97125,0,0,0
0.001065,0.001065,-0.001065,3.384375,-7.45375,-5.983125,0,0,0
0.0,0.001065,-0.001065,3.384375,-7.461875,-5.97125,0,0,0
0.0,-0.001065,0.0,3.38125,-7.451875,-5.966875,0,0,0
0.0,-0.001065,0.0,3.37875,-7.45125,-5.960625,0,0,0
-0.001065,0.001065,-0.001065,3.393125,-7.4625,-5.983125,0,0,0
-0.001065,0.001065,-0.001065,3.389375,-7.455,-5.979375,0,0,0
-0.002131,0.001065,0.0,3.37375,-7.455625,-5.96875,0,0,0
-0.002131,0.001065,0.0,3.38625,-7.466875,-5.97375,0,0,0
0.0,0.001065,-0.001065,3.381875,-7.456875,-5.973125,0,0,0
0.001065,0.0,-0.001065,3.38625,-7.46375,-5.965625,0,0,0
0.0,0.0,0.0,3.3925,-7.46625,-5.971875,0,0,0
0.0,0.001065,0.0,3.381875,-7.444375,-5.96625,0,0,0
-0.001065,0.0,0.0,3.374375,-7.429375,-5.975625,0,0,0
0.0,0.0,0.0,3.373125,-7.46,-5.973125,0,0,0
-0.001065,0.0,-0.001065,3.379375,-7.46125,-5.975625,0,0,0
0.0,0.001065,0.0,3.381875,-7.4475,-5.979375,0,0,0
0.001065,0.0,0.0,3.38625,-7.44375,-5.9675,0,0,0
0.0,0.001065,0.0,3.394375,-7.45875,-5.97375,0,0,0
0.0,0.001065,-0.001065,3.381875,-7.449375,-5.974375,0,0,0
0.0,0.001065,-0.001065,3.3775,-7.434375,-5.953125,0,0,0
0.001065,-0.001065,0.0,3.3875,-7.449375,-5.98,0,0,0
0.001065,0.0,0.0,3.38375,-7.45375,-5.97125,0,0,0
-0.001065,0.0,0.0,3.386875,-7.456875,-5.974375,0,0,0
-0.001065,0.0,-0.001065,3.38875,-7.44875,-5.975625,0,0,0
0.0,0.0,-0.002131,3.378125,-7.45375,-5.97,0,0,0
0.0,0.001065,-0.001065,3.388125,-7.45375,-5.978125,0,0,0
0.0,0.001065,0.001065,3.376875,-7.455625,-5.968125,0,0,0
-0.001065,0.0,0.0,3.5075,-7.486875,-5.93,0,0,0
-0.010653,-0.004261,0.012783,10.565,-6.50625,0.198125,0,0,0
0.140615,0.56672,-0.16192,6.12,-4.05375,-2.49125,0,0,0
0.204531,1.750229,-0.836232,5.480625,-3.81125,-2.146875,0,0,0
-0.684965,1.304948,-0.381365,6.5025,0.271875,3.829375,0,0,0
-0.773382,0.859668,0.44528,-5.234375,-14.73125,-20.479375,0,0,0
0.134223,0.72651,0.840493,2.909375,-8.18375,-7.993125,0,0,0
-0.698813,0.577373,0.264185,6.3275,-6.605625,-5.061875,0,0,0
-0.208792,1.047155,-0.189617,5.895,-9.35125,-6.39125,0,0,0
0.18216,0.374973,-0.556068,3.74375,-7.90125,-4.578125,0,0,0
-0.174703,0.520914,-0.468716,5.7775,-7.525625,-6.908125,0,0,0
-0.449541,0.993891,-0.304666,5.72375,-7.87,-8.419375,0,0,0
-0.840493,1.138767,-0.779773,6.325,-6.893125,-8.886875,0,0,0
-1.203748,1.200553,-1.218662,6.48,-6.85625,-10.95375,0,0,0
-1.827993,1.107875,-1.631984,7.00375,-7.295,-11.9725,0,0,0
-2.666356,0.86819,-2.209358,7.4425,-7.226875,-12.44,0,0,0
-3.75399,0.531567,-2.920954,7.17,-6.9325,-13.07125,0,0,0
-4.990762,0.131027,-3.765708,6.605,-6.599375,-13.519375,0,0,0
-6.31595,-0.246076,-4.451738,6.409375,-7.071875,-13.645625,0,0,0
-7.567635,-0.472977,-4.833103,5.785625,-6.961875,-13.728125,0,0,0
-8.665923,-0.705205,-5.463739,5.434375,-6.765,-13.82875,0,0,0
-9.995372,-0.974717,-6.184923,4.5675,-5.350625,-16.239375,0,0,0
-11.555984,-1.051416,-6.287188,5.45,-6.31375,-15.375625,0,0,0
-13.366933,-0.862864,-5.682118,4.754375,-7.136875,-11.094375,0,0,0
-14.84765,-0.738228,-4.536959,5.021875,-8.264375,-6.710625,0,0,0
-14.954176,-0.984304,-2.705771,6.73875,-5.23875,-3.658125,0,0,0
-13.147488,-1.466869,-1.041828,6.665,-3.935625,-1.15625,0,0,0
-11.283276,-1.428519,-0.720118,5.66,-1.78375,0.93125,0,0,0
-9.821734,-0.971521,-0.956607,3.78875,-0.23875,2.736875,0,0,0
-7.784949,-0.235423,-0.996022,3.383125,1.558125,2.173125,0,0,0
-5.452021,0.529436,-0.877778,4.255,3.3875,-0.70625,0,0,0
-3.887148,0.828775,-1.039698,3.263125,4.969375,-3.08375,0,0,0
-3.479152,0.893756,-1.396561,0.911875,2.5425,0.575625,0,0,0
-3.479152,1.605353,-1.14942,4.2875,5.346875,-3.399375,0,0,0
-4.355864,2.174204,-0.514523,6.210625,10.03,-1.926875,0,0,0
-5.374257,2.174204,-0.660464,4.603125,7.201875,0.124375,0,0,0
-5.536177,1.93665,-0.985369,4.4125,6.256875,0.103125,0,0,0
-4.508197,1.43278,-0.985369,2.66125,6.2025,0.581875,0,0,0
-3.310841,1.047155,-0.499609,3.428125,5.951875,1.008125,0,0,0
-2.967826,1.184574,-0.230097,4.32125,7.336875,0.16375,0,0,0
-3.162769,1.745968,-0.441019,3.384375,8.295625,-0.028125,0,0,0
-2.387257,1.639441,-0.932106,1.816875,8.223125,-1.603125,0,0,0
-1.075917,1.029045,-1.173921,3.19375,10.430625,-2.81625,0,0,0
-0.204531,0.756337,-0.548611,4.684375,11.196875,-2.935625,0,0,0
-0.525175,0.894822,-0.128897,4.85875,9.965625,-3.368125,0,0,0
-1.332645,1.000283,-0.308927,7.395,10.113125,-2.42375,0,0,0
-1.537176,0.780839,-0.395213,5.60375,9.446875,-0.29125,0,0,0
-1.181378,0.074568,-0.618918,6.0075,10.85375,0.634375,0,0,0
-0.545415,-0.433562,-0.6072,5.370625,9.335,-0.549375,0,0,0
-0.012783,-0.343015,-0.525175,3.48125,7.17375,0.63875,0,0,0
-0.234358,-0.197074,-0.400539,4.23,8.573125,-0.6525,0,0,0
-0.668986,0.044741,-0.075634,4.314375,9.79375,-1.48,0,0,0
-0.286556,-0.04048,0.108657,4.12125,9.894375,-1.685625,0,0,0
0.125701,-0.206661,-0.005326,4.16375,9.531875,-1.52375,0,0,0
0.11931,-0.246076,-0.042611,5.176875,9.925625,-1.090625,0,0,0
0.057524,-0.233293,0.057524,5.424375,9.738125,-1.470625,0,0,0
0.07883,-0.2024,0.122505,4.865625,9.146875,-1.4,0,0,0
-0.070307,-0.197074,0.201335,4.859375,8.843125,-1.1775,0,0,0
-0.412257,-0.15979,0.361124,4.838125,9.086875,-1.126875,0,0,0
-0.560329,-0.061785,0.52411,4.436875,8.685,-1.485,0,0,0
-0.595483,0.122505,0.409061,3.823125,8.063125,-2.250625,0,0,0
-0.667921,0.246076,0.28123,3.818125,8.38125,-1.47625,0,0,0
-0.737163,0.211988,0.447411,3.896875,8.298125,-2.03375,0,0,0
-0.547546,0.051133,0.502805,4.035,7.9825,-1.864375,0,0,0
-0.189617,-0.203465,0.388821,4.36,7.878125,-1.331875,0,0,0
0.087352,-0.477238,0.309992,5.188125,8.665625,-0.72375,0,0,0
0.284425,-0.659398,0.385626,5.6025,9.30875,-0.889375,0,0,0
0.396278,-0.754207,0.569916,5.8575,9.8475,-1.043125,0,0,0
0.294013,-0.74462,0.74462,5.3225,10.0175,-1.62,0,0,0
0.059655,-0.703074,0.911866,12.370625,20.479375,-11.11875,0,0,0
-1.308144,-0.373908,0.974717,4.75625,6.925625,1.325625,0,0,0
-1.886583,-0.089482,0.780839,5.431875,9.0,0.255625,0,0,0
-1.29323,0.255663,0.756337,5.31625,8.141875,-1.120625,0,0,0
-1.284708,0.421845,0.683899,5.189375,7.855625,-1.455625,0,0,0
-1.43278,0.435693,0.555003,4.52,8.22,-0.70875,0,0,0
-1.618136,0.337689,0.531567,5.4075,8.953125,-0.761875,0,0,0
-1.539306,0.175769,0.66579,5.4125,8.455625,0.2825,0,0,0
-1.337972,0.045806,0.598678,8.098125,11.353125,-11.893125,0,0,0
-1.165399,0.017044,0.621049,7.228125,13.265,4.28,0,0,0
-0.275903,-0.210922,1.035437,5.166875,6.286875,0.005,0,0,0
-0.091613,-0.279099,1.110005,6.124375,10.030625,1.99875,0,0,0
-0.206661,-0.253533,1.061003,4.656875,5.96125,-2.774375,0,0,0
-0.262055,-0.331297,1.335841,4.65125,4.87875,1.544375,0,0,0
-0.333428,-0.397343,1.859951,5.858125,4.32375,-1.54125,0,0,0
-0.298274,-0.380299,2.401105,6.2725,4.92875,-4.348125,0,0,0
-0.198139,-0.24288,2.489522,9.7875,14.39125,-1.7625,0,0,0
-0.063916,-0.236489,1.618136,6.1425,9.835625,-0.770625,0,0,0
-0.407996,-0.241815,-0.237554,5.673125,7.144375,-0.495625,0,0,0
-0.747815,-0.057524,0.03835,8.78875,7.535,-0.65125,0,0,0
-0.716923,-0.033023,0.461259,6.78875,7.079375,1.655,0,0,0
-0.668986,-0.3036,0.262055,7.045625,7.2025,1.8225,0,0,0
-0.38456,-0.367516,0.002131,7.376875,7.47,0.5475,0,0,0
-0.051133,-0.270577,-0.14168,6.259375,7.704375,0.81375,0,0,0
0.09907,-0.319579,-0.237554,6.74875,8.010625,0.066875,0,0,0
0.175769,-0.30147,-0.199204,6.490625,7.794375,-0.03875,0,0,0
0.095874,-0.221575,-0.142745,6.476875,7.7575,0.085,0,0,0
0.02024,-0.247141,-0.113983,6.726875,7.679375,0.27875,0,0,0
